STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-10,17.1,"H,,S",18,",,S",12.8,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-11,15.1,"H,,S",17.9,",,S",13,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-12,18.4,"H,,S",,,14.3,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-13,17.6,"H,,S",22.5,",,S",,
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-14,16.1,"H,,S",19.7,",,S",,
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-15,12.9,"H,,S",16,",,S",11.3,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-16,15.7,"H,,S",,,11.5,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-17,15.9,"H,,S",17,",,S",,
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-18,12.5,"H,,S",16.8,",,S",,
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-19,13.5,"H,,S",,,11.1,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-20,12.1,"H,,S",17.3,",,S",7.3,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-21,14.1,"H,,S",,,9.3,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-22,16.2,"H,,S",,,13.1,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-23,17.8,"H,,S",,,15,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-24,14.4,"H,,S",21.5,",,S",11.1,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-25,11.8,"H,,S",,,,
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-26,9.3,"H,,S",,,5.7,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-27,10.8,"H,,S",14.1,",,S",7.4,",,S"
ARM00087582,"AEROPARQUE JORGE NEWBERY, AR",-34.559,-58.416,5.5,2019-06-28,13.3,"H,,S",14.9,",,S",7.7,",,S"
