STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-10,7.4,"H,,S",,,-3.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-11,9.8,"H,,S",,,-2.8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-12,12.1,"H,,S",26.2,",,S",1.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-13,9.7,"H,,S",21.9,",,S",6.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-14,9.7,"H,,S",,,6.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-15,8.8,"H,,S",,,0,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-16,13.4,"H,,S",,,0.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-17,15.3,"H,,S",,,4.3,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-18,13.7,"H,,S",,,5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-19,13.1,"H,,S",19.5,",,S",6.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-20,10.4,"H,,S",19.7,",,S",1.6,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-21,10.2,"H,,S",,,1.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-22,11.4,"H,,S",,,2.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-23,12.2,"H,,S",22.5,",,S",1.3,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-24,12.9,"H,,S",,,3.3,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-25,16,"H,,S",,,5.1,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-26,18.2,"H,,S",,,7.6,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-27,18.6,"H,,S",,,9.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-28,20.7,"H,,S",,,12,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-29,22.3,"H,,S",,,12.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-30,19.9,"H,,S",35.1,",,S",13.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-08-31,14.2,"H,,S",28.4,",,S",11,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-01,11.7,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-02,11.4,"H,,S",,,0.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-03,12.8,"H,,S",21.1,",,S",6.6,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-04,10.4,"H,,S",19.5,",,S",5.9,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-05,10.7,"H,,S",13.7,",,S",8.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-06,14,"H,,S",,,7.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-07,14.4,"H,,S",,,4.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-08,14.6,"H,,S",24.8,",,S",7.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-09,19.2,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-10,14.8,"H,,S",28.5,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-11,11.6,"H,,S",18,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-12,13,"H,,S",,,6.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-13,12,"H,,S",22.6,",,S",2.8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-14,15.1,"H,,S",,,4.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-15,20.3,"H,,S",,,7.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-16,18.1,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-17,12.8,"H,,S",25.4,",,S",8.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-18,16,"H,,S",,,9.1,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-19,17.4,"H,,S",,,5.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-20,14.1,"H,,S",,,9.3,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-21,11,"H,,S",,,1,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-22,14.7,"H,,S",,,5.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-23,16.7,"H,,S",,,7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-24,17.5,"H,,S",,,8.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-25,20.8,"H,,S",,,14.1,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-26,19.1,"H,,S",,,7.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-27,19.6,"H,,S",29.7,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-28,20.5,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-29,22.1,"H,,S",32.5,",,S",11.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-09-30,24.2,"H,,S",,,13.3,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-01,22.9,"H,,S",,,15.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-02,14.5,"H,,S",,,11.9,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-03,15.6,"H,,S",,,7.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-04,14.8,"H,,S",23.5,",,S",6.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-05,13.2,"H,,S",23.1,",,S",10.3,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-06,14.6,"H,,S",,,4.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-07,17,"H,,S",,,4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-08,19.1,"H,,S",,,7.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-09,19.8,"H,,S",,,10,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-10,22.6,"H,,S",,,12.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-11,24.7,"H,,S",,,13.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-12,25.6,"H,,S",35.7,",,S",14.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-13,22.9,"H,,S",34.6,",,S",16.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-14,15.1,"H,,S",30.7,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-15,12.3,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-16,11.1,"H,,S",18,",,S",7.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-17,13.3,"H,,S",,,8.8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-18,14.1,"H,,S",19.4,",,S",12.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-19,14.2,"H,,S",,,11.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-20,15.1,"H,,S",,,11.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-21,17,"H,,S",,,6.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-22,17.2,"H,,S",27.1,",,S",8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-23,17.9,"H,,S",26.1,",,S",9.6,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-24,19.9,"H,,S",25.7,",,S",11,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-25,21.2,"H,,S",,,11.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-26,23.9,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-27,26.8,"H,,S",,,14.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-28,28.3,"H,,S",39.3,",,S",14.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-29,27.5,"H,,S",38.2,",,S",17.1,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-30,24.9,"H,,S",36.3,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-10-31,18.9,"H,,S",32.6,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-01,22.3,"H,,S",,,16.6,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-02,25.6,"H,,S",,,17.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-03,18.1,"H,,S",34.3,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-04,21.4,"H,,S",,,16,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-05,20.9,"H,,S",31.4,",,S",14.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-06,19.7,"H,,S",26.5,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-07,20.1,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-08,22.9,"H,,S",28.3,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-09,23.6,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-10,20.2,"H,,S",31.8,",,S",16,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-11,21.9,"H,,S",26.6,",,S",18,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-12,22.3,"H,,S",,,18.7,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-13,21.3,"H,,S",,,15,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-14,22.9,"H,,S",,,14.9,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-15,22.9,"H,,S",30.9,",,S",15,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-16,23.2,"H,,S",29.6,",,S",15.6,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-17,24.1,"H,,S",30,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-18,24.3,"H,,S",,,15,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-19,24.4,"H,,S",32.2,",,S",17,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-20,25.6,"H,,S",,,16.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-21,25.9,"H,,S",33.3,",,S",19.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-22,24.2,"H,,S",33.1,",,S",18.8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-23,22.1,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-24,22.4,"H,,S",28,",,S",17.8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-25,25.4,"H,,S",,,17.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-26,21.8,"H,,S",33,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-27,19.2,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-28,19.8,"H,,S",26.4,",,S",14,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-29,22.4,"H,,S",,,13,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-11-30,24.7,"H,,S",,,17.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-01,18.3,"H,,S",33.7,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-02,18.6,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-03,20.2,"H,,S",,,15.6,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-04,19.5,"H,,S",25.5,",,S",,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-05,17.3,"H,,S",,,12.8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-06,18.9,"H,,S",,,11.3,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-07,20.9,"H,,S",27.3,",,S",14.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-08,21.4,"H,,S",,,16,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-09,21.1,"H,,S",,,13,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-10,22.8,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-11,23.6,"H,,S",,,15.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-12,23.3,"H,,S",,,16.2,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-13,18.4,"H,,S",32.7,",,S",15.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-14,21.7,"H,,S",,,16.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-15,21.8,"H,,S",,,17.8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-16,18.7,"H,,S",29.5,",,S",15.9,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-17,19.2,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-18,20.9,"H,,S",,,12.6,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-19,22.7,"H,,S",,,13.9,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-20,24.4,"H,,S",,,15.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-21,20.3,"H,,S",33.4,",,S",15,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-22,19.8,"H,,S",27,",,S",16.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-23,21.2,"H,,S",,,13.5,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-24,23.2,"H,,S",,,14.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-25,24.7,"H,,S",,,17.9,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-26,23.4,"H,,S",31.9,",,S",19,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-27,25,"H,,S",,,,
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-28,25.4,"H,,S",,,17.8,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-29,24.2,"H,,S",33.3,",,S",18.1,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-30,24.1,"H,,S",,,18.4,",,S"
AR000870470,"SALTA AERO, AR",-24.85,-65.483,1246,2019-12-31,23.4,"H,,S",33.1,",,S",18,",,S"
