STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-18,16.6,"H,,S",,,8.8,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-19,17.9,"H,,S",,,14.4,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-20,20.3,"H,,S",,,16,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-21,24.6,"H,,S",,,17,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-22,23.3,"H,,S",30,",,S",,
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-23,13.8,"H,,S",27.6,",,S",,
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-24,11.6,"H,,S",13.5,",,S",,
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-25,9.9,"H,,S",11.6,",,S",,
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-26,9.4,"H,,S",,,7.3,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-27,11.4,"H,,S",,,8.4,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-28,12.2,"H,,S",,,8.8,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-29,14.9,"H,,S",,,10.4,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-30,16.1,"H,,S",,,10.4,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-07-31,18.2,"H,,S",,,10.5,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-08-01,20,"H,,S",27.8,",,S",14.5,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-08-02,13.8,"H,,S",27.2,",,S",9.4,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-08-03,11,"H,,S",18,",,S",0.2,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-08-04,11.6,"H,,S",,,5.2,",,S"
ARM00087166,"CORRIENTES, AR",-27.446,-58.762,61.9,2019-08-05,13.6,"H,,S",,,5.3,",,S"
