STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-05-27,20.3,"H,,S",,,17.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-05-28,20,"H,,S",24,",,S",18.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-05-29,18.8,"H,,S",23.5,",,S",17.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-05-30,19.1,"H,,S",28.9,",,S",17.8,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-05-31,17.6,"H,,S",20.3,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-01,16.3,"H,,S",,,13.2,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-02,18.2,"H,,S",,,15.5,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-03,16.1,"H,,S",21,",,S",10.9,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-04,15.3,"H,,S",21.5,",,S",9,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-05,17.8,"H,,S",,,10.6,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-06,19.4,"H,,S",,,14.8,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-07,20,"H,,S",,,13.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-08,20.3,"H,,S",27.5,",,S",18,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-09,20.6,"H,,S",24,",,S",17.5,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-10,22.2,"H,,S",,,18.4,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-11,22.9,"H,,S",,,18.9,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-12,25.4,"H,,S",,,20.6,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-13,25.8,"H,,S",,,14.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-14,25.2,"H,,S",31.4,",,S",22,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-15,25.2,"H,,S",30.3,",,S",21.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-16,19.2,"H,,S",30.4,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-17,16.1,"H,,S",,,14.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-18,15.1,"H,,S",18.7,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-19,15.4,"H,,S",,,,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-20,15.1,"H,,S",,,8.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-06-21,20.7,"H,,S",,,13.7,",,S"
